received_at,ship_id,prev_pr_timestamp,pr_timestamp,distance_m,speed_mps,prev_lat,prev_lon,prev_time_utc,curr_lat,curr_lon,curr_time_utc,valid,map_url,spoofing_cluster_id,spoofing_confirmed
2026-01-13 19:49:00.961248734 +0000 UTC,299999999,18,58,2248738.4,75329.81,59.44167166666667,24.767333333333333,2026-01-13 19:48:31.10934124 +0000 UTC,48.387683333333335,-4.498483333333334,2026-01-13 19:49:00.961248734 +0000 UTC,True,"https://www.google.com/maps?q=48.387683333333335,-4.498483333333334",2,False
2026-01-13 19:49:08.818720075 +0000 UTC,314131000,8,40,48484.2,31.56,45.15790166666667,37.88814333333333,2026-01-13 19:23:32.39198938 +0000 UTC,44.72937833333334,37.77433333333333,2026-01-13 19:49:08.818720075 +0000 UTC,True,"https://www.google.com/maps?q=44.72937833333334,37.77433333333333",859,True
2026-01-13 19:49:09.616063266 +0000 UTC,244740135,7,9,48290.0,804.00,53.20624,6.0952,2026-01-13 19:48:09.554165323 +0000 UTC,52.852255,5.676865,2026-01-13 19:49:09.616063266 +0000 UTC,True,"https://www.google.com/maps?q=52.852255,5.676865",864,False
2026-01-13 19:49:24.038614829 +0000 UTC,212499000,25,20,226260.3,4049.26,55.74895,17.524683333333332,2026-01-13 19:48:28.161586544 +0000 UTC,55.68343333333333,21.135566666666666,2026-01-13 19:49:24.038614829 +0000 UTC,True,"https://www.google.com/maps?q=55.68343333333333,21.135566666666666",865,False
2026-01-13 19:49:59.254571779 +0000 UTC,244740135,9,59,47964.8,966.28,52.852255,5.676865,2026-01-13 19:49:09.616063266 +0000 UTC,53.20446333333334,6.09095,2026-01-13 19:49:59.254571779 +0000 UTC,True,"https://www.google.com/maps?q=53.20446333333334,6.09095",864,False
2026-01-13 19:50:09.606285324 +0000 UTC,244740135,59,9,47988.7,4635.82,53.20446333333334,6.09095,2026-01-13 19:49:59.254571779 +0000 UTC,52.85205166666666,5.676726666666666,2026-01-13 19:50:09.606285324 +0000 UTC,True,"https://www.google.com/maps?q=52.85205166666666,5.676726666666666",864,False
2026-01-13 19:50:16.104162318 +0000 UTC,1193046,45,13,8367068.1,297261.82,38.69603666666667,-9.126506666666668,2026-01-13 19:49:47.957029389 +0000 UTC,48.43344666666667,-123.42711666666668,2026-01-13 19:50:16.104162318 +0000 UTC,True,"https://www.google.com/maps?q=48.43344666666667,-123.42711666666668",301,False
2026-01-13 19:50:59.438735231 +0000 UTC,273396190,18,35,10106.8,74.21,44.72675666666667,37.77504166666667,2026-01-13 19:48:43.253638167 +0000 UTC,44.67928,37.88409,2026-01-13 19:50:59.438735231 +0000 UTC,True,"https://www.google.com/maps?q=44.67928,37.88409",143,True
2026-01-13 19:51:09.446876759 +0000 UTC,299999999,58,8,2248740.2,17501.88,48.387683333333335,-4.498483333333334,2026-01-13 19:49:00.961248734 +0000 UTC,59.441685,24.767356666666668,2026-01-13 19:51:09.446876759 +0000 UTC,True,"https://www.google.com/maps?q=59.441685,24.767356666666668",2,False
2026-01-13 19:52:18.846159674 +0000 UTC,244740135,9,18,47624.9,700.34,52.851976666666665,5.676721666666666,2026-01-13 19:51:10.843807083 +0000 UTC,53.20311,6.084501666666667,2026-01-13 19:52:18.846159674 +0000 UTC,True,"https://www.google.com/maps?q=53.20311,6.084501666666667",864,False
2026-01-13 19:54:39.497835916 +0000 UTC,273396190,35,15,20868.3,94.83,44.67928,37.88409,2026-01-13 19:50:59.438735231 +0000 UTC,44.520475000000005,38.02455,2026-01-13 19:54:39.497835916 +0000 UTC,True,"https://www.google.com/maps?q=44.520475000000005,38.02455",67,True
2026-01-13 19:54:59.734961811 +0000 UTC,299999999,8,57,2248740.6,9764.90,59.441685,24.767356666666668,2026-01-13 19:51:09.446876759 +0000 UTC,48.3877,-4.498516666666666,2026-01-13 19:54:59.734961811 +0000 UTC,True,"https://www.google.com/maps?q=48.3877,-4.498516666666666",2,False
2026-01-13 19:55:37.664812251 +0000 UTC,667002373,45,12,33894.8,42.02,45.16520166666667,37.85107,2026-01-13 19:42:11.026705991 +0000 UTC,44.89753333333333,38.05744,2026-01-13 19:55:37.664812251 +0000 UTC,True,"https://www.google.com/maps?q=44.89753333333333,38.05744",139,True
2026-01-13 19:57:09.980608445 +0000 UTC,299999999,57,9,2248745.1,17265.41,48.3877,-4.498516666666666,2026-01-13 19:54:59.734961811 +0000 UTC,59.44171666666667,24.767418333333335,2026-01-13 19:57:09.980608445 +0000 UTC,True,"https://www.google.com/maps?q=59.44171666666667,24.767418333333335",2,False
2026-01-13 19:58:06.535809642 +0000 UTC,273454430,26,41,50569.4,68.73,44.716065,37.78998333333333,2026-01-13 19:45:50.739122506 +0000 UTC,45.166306666666664,37.880536666666664,2026-01-13 19:58:06.535809642 +0000 UTC,True,"https://www.google.com/maps?q=45.166306666666664,37.880536666666664",171,True
2026-01-13 19:59:30.689239556 +0000 UTC,244740135,29,30,47444.4,771.51,53.20117166666667,6.070856666666667,2026-01-13 19:58:29.194073024 +0000 UTC,52.847525000000005,5.673958333333333,2026-01-13 19:59:30.689239556 +0000 UTC,True,"https://www.google.com/maps?q=52.847525000000005,5.673958333333333",866,False
2026-01-13 19:59:46.95646474 +0000 UTC,244130690,59,46,728185.4,4376.98,51.89109,4.454735,2026-01-13 19:57:00.589457318 +0000 UTC,53.335965,-6.075891666666666,2026-01-13 19:59:46.95646474 +0000 UTC,True,"https://www.google.com/maps?q=53.335965,-6.075891666666666",677,False
2026-01-13 19:59:55.378837157 +0000 UTC,273396190,27,31,33210.9,180.30,44.515636666666666,38.01074166666667,2026-01-13 19:56:51.176480289 +0000 UTC,44.64221666666666,38.39054,2026-01-13 19:59:55.378837157 +0000 UTC,True,"https://www.google.com/maps?q=44.64221666666666,38.39054",244,True
2026-01-13 20:00:21.788036494 +0000 UTC,273399790,30,57,52281.2,27.70,44.723780000000005,37.79333666666666,2026-01-13 19:28:54.433605561 +0000 UTC,45.18878666666667,37.89159333333334,2026-01-13 20:00:21.788036494 +0000 UTC,True,"https://www.google.com/maps?q=45.18878666666667,37.89159333333334",867,False
