cluster_id,first_time_utc,last_time_utc,event_count,distinct_mmsi,origin_center_lat,origin_center_lon,dest_center_lat,dest_center_lon
162,2025-12-15T07:42:54.115989+00:00,2025-12-18T02:33:32.870804+00:00,4,2,59.652661,18.897003,59.719081,19.069508
163,2025-12-15T07:46:08.427760+00:00,2025-12-15T07:46:08.427760+00:00,1,1,44.766817,37.659357,44.928413,37.522868
164,2025-12-15T07:50:55.007274+00:00,2025-12-15T07:52:23.812486+00:00,2,1,34.661992,33.054883,31.773450,34.349550
165,2025-12-15T07:51:58.116023+00:00,2025-12-15T07:53:08.331158+00:00,2,1,55.686633,12.633150,55.999550,12.624583
166,2025-12-15T07:54:15.271431+00:00,2025-12-15T07:56:44.096573+00:00,2,1,37.939918,23.635448,36.377493,23.955825
167,2025-12-15T08:00:37.203592+00:00,2025-12-16T15:19:07.284345+00:00,4,1,52.387547,4.890470,-48.974905,0.010313
168,2025-12-15T08:06:58.362889+00:00,2025-12-15T08:08:42.624375+00:00,2,1,37.933051,23.623254,37.764510,23.705832
169,2025-12-15T08:14:28.986524+00:00,2025-12-15T08:21:07.259169+00:00,2,1,55.457321,12.200097,45.594707,-1.061400
170,2025-12-15T08:14:38.064814+00:00,2025-12-15T09:56:43.699265+00:00,4,1,37.934465,23.630447,40.194160,26.387180
171,2025-12-15T08:16:40.926697+00:00,2025-12-18T00:04:38.988233+00:00,14,5,44.708703,37.829969,44.676972,37.880669
172,2025-12-15T08:18:33.576879+00:00,2025-12-15T08:21:17.968568+00:00,2,1,53.002009,5.654002,52.778312,5.299977
173,2025-12-15T08:21:20.496778+00:00,2025-12-15T08:21:58.518092+00:00,2,1,37.939916,23.635445,39.066788,23.198117
174,2025-12-15T08:24:46.749805+00:00,2025-12-15T08:26:23.068933+00:00,2,1,54.179725,12.091637,54.563295,11.123940
175,2025-12-15T08:26:09.646636+00:00,2025-12-15T08:26:09.646636+00:00,1,1,49.734582,8.449243,52.387373,4.890505
176,2025-12-15T08:28:08.424684+00:00,2025-12-15T08:28:24.317202+00:00,2,1,34.662000,33.054825,31.785183,34.316650
177,2025-12-15T08:35:59.572470+00:00,2025-12-17T14:29:44.290389+00:00,4,1,46.140498,-1.239038,14.592893,-61.050689
178,2025-12-15T08:36:26.622388+00:00,2025-12-15T08:36:26.622388+00:00,1,1,37.939915,23.635450,43.460628,39.809990
179,2025-12-15T08:37:46.920245+00:00,2025-12-15T08:37:46.920245+00:00,1,1,43.460628,39.809990,41.049427,29.038055
180,2025-12-15T08:40:54.142328+00:00,2025-12-15T13:33:17.355183+00:00,2,1,41.206640,29.121027,43.026043,38.268237
181,2025-12-15T08:41:08.853342+00:00,2025-12-15T15:55:49.341641+00:00,3,1,43.209486,38.283048,37.939917,23.635451
182,2025-12-15T08:42:02.561135+00:00,2025-12-15T15:34:59.962416+00:00,3,1,37.939916,23.635451,41.017911,28.985296
183,2025-12-15T08:43:29.727579+00:00,2025-12-15T08:44:20.828735+00:00,2,1,51.863651,4.325038,6.411660,34.732527
184,2025-12-15T08:43:32.900286+00:00,2025-12-15T08:43:32.900286+00:00,1,1,41.017912,28.985292,41.454762,31.634743
185,2025-12-15T08:44:09.172205+00:00,2025-12-15T08:44:09.172205+00:00,1,1,41.454762,31.634743,37.939915,23.635450
186,2025-12-15T08:47:38.981764+00:00,2025-12-15T08:48:28.429256+00:00,2,1,26.053519,-79.938982,24.479375,-81.802058
187,2025-12-15T08:48:31.755561+00:00,2025-12-15T08:48:31.755561+00:00,1,1,51.371770,3.734792,51.297237,4.262887
188,2025-12-15T08:51:26.678179+00:00,2025-12-15T09:43:26.685055+00:00,3,1,37.939919,23.635452,40.883547,28.537682
189,2025-12-15T08:56:22.837713+00:00,2025-12-15T09:00:04.455821+00:00,2,1,53.346808,-6.192746,53.898990,-3.794113
190,2025-12-15T08:58:06.892444+00:00,2025-12-15T09:01:43.100347+00:00,2,1,40.662045,-74.155279,38.777950,26.891815
191,2025-12-15T08:59:26.604890+00:00,2025-12-15T09:02:08.462553+00:00,2,1,37.939918,23.635452,42.565215,34.565517
192,2025-12-15T09:01:09.558058+00:00,2025-12-15T09:02:49.443590+00:00,2,1,34.645305,33.010828,33.391432,34.244072
193,2025-12-15T09:02:23.095755+00:00,2025-12-16T12:43:15.268590+00:00,4,1,54.210854,11.925485,54.383009,11.309302
